Epoch	Loss_train	AUC_test	Precision_test	Recall_test
1	30.293443960232253	0.9594309909066397	0.863568215892054	0.93354943273906
2	19.30058311054745	0.9658043431239796	0.8519593613933236	0.9513776337115073
3	15.522963961986534	0.9707613948485774	0.9034810126582279	0.9254457050243112
4	11.682729894131626	0.9767851164003449	0.889055472263868	0.9611021069692058
5	6.846438715579097	0.975398445625024	0.9254457050243112	0.9254457050243112
6	4.429881251828192	0.9771910435290178	0.949748743718593	0.9189627228525121
7	3.6315926483530347	0.9740088118779612	0.9099378881987578	0.9497568881685575
8	3.0242993046181255	0.9762310406845649	0.9181102362204724	0.9448946515397083
9	2.9355653647421605	0.9758843729907347	0.9498327759197325	0.9205834683954619
10	1.7643679195014101	0.9749762221517694	0.9208860759493671	0.9432739059967585
11	0.7130102687171416	0.9754162234554771	0.928	0.940032414910859
12	0.7822302858357943	0.976444374649999	0.9502487562189055	0.9286871961102107
13	1.1112364515661284	0.9730280682313133	0.9206349206349206	0.940032414910859
14	1.1367164107425083	0.9765051155707127	0.9278846153846154	0.9384116693679092
15	0.5759984391248167	0.9767184495361467	0.942339373970346	0.9270664505672609
16	0.44257080192838316	0.976552523118587	0.9408866995073891	0.9286871961102107
17	0.4631256470843539	0.9783895655987129	0.9457236842105263	0.9319286871961102
18	0.2078457268866032	0.9779214160634551	0.9485903814262023	0.9270664505672609
19	0.2537433087932186	0.9783866026269707	0.943986820428336	0.9286871961102107
20	0.1641092725631097	0.9778517862275146	0.9485903814262023	0.9270664505672609
21	0.145413475058092	0.9772310436475367	0.9352750809061489	0.9367909238249594
22	0.22105086640399918	0.9777228969567316	0.9368932038834952	0.9384116693679092
23	0.06547205271220946	0.9778873418884204	0.9441707717569786	0.9319286871961102
24	0.05735329309013082	0.9776206744316279	0.9458128078817734	0.93354943273906
25	0.08134692098595053	0.9776266003751123	0.947107438016529	0.9286871961102107
26	0.04686299074775491	0.9775643779685272	0.9455445544554455	0.9286871961102107
27	0.08175210190258042	0.9771910435290179	0.9459016393442623	0.9351701782820098
28	0.08094196719359559	0.9773821552063858	0.9402261712439418	0.9432739059967585
29	0.14594433166041654	0.9779717865830714	0.9389067524115756	0.946515397082658
30	0.22084468813949343	0.9786354922533103	0.9431818181818182	0.9416531604538088
31	0.02886581557989132	0.9786532700837631	0.9447154471544715	0.9416531604538088
32	0.035707251322676825	0.978625121852213	0.9457236842105263	0.9319286871961102
33	0.12575353916970755	0.9789110486253291	0.9415584415584416	0.940032414910859
34	0.07811109839863661	0.9786251218522127	0.9418416801292407	0.9448946515397083
35	0.02592832837579806	0.9785391956716909	0.9418416801292407	0.9448946515397083
36	0.03336031032795006	0.9785258622988512	0.9403225806451613	0.9448946515397083
37	0.028762361012240945	0.9785066029825275	0.941747572815534	0.9432739059967585
38	0.23230309801510884	0.9785436401293042	0.9432739059967585	0.9432739059967585
39	0.03700831937287319	0.9785095659542696	0.9432739059967585	0.9432739059967585
40	0.06259281866007882	0.9785258622988512	0.941747572815534	0.9432739059967585
