Epoch	Loss_train	AUC_test	Precision_test	Recall_test
1	31.670049465828924	0.9322949786896739	0.7853736089030207	0.8868940754039497
2	20.2940025067619	0.953129113070432	0.9395833333333333	0.8096947935368043
3	16.01464601936368	0.9593373538519783	0.8076923076923077	0.9425493716337523
4	13.328958653254631	0.9631380157882751	0.9007352941176471	0.8797127468581688
5	8.371729511311969	0.9676810638304165	0.8555194805194806	0.9461400359066428
6	6.189020206768873	0.9708073670729579	0.911190053285968	0.9210053859964094
7	4.371297998066439	0.9697632941830648	0.8913793103448275	0.9281867145421903
8	5.049221620668504	0.9654006666686384	0.9412955465587044	0.8348294434470377
9	4.0999283274613845	0.9723512935560295	0.8934707903780069	0.933572710951526
10	2.5137340454530204	0.9735580406922232	0.9055944055944056	0.9299820466786356
11	1.8221382731771882	0.971585245741632	0.911190053285968	0.9210053859964094
12	1.2590404009138751	0.9730700179533213	0.9024390243902439	0.9299820466786356
13	1.1993137900834085	0.9721043244730094	0.8900343642611683	0.9299820466786356
14	1.0270178085816326	0.972326152990692	0.9221014492753623	0.9138240574506283
15	0.7154153619053147	0.9728319220110087	0.9006968641114983	0.9281867145421903
16	0.5622351543434831	0.9724666443852245	0.9221014492753623	0.9138240574506283
17	0.6337889395769594	0.9730404408176302	0.9184397163120568	0.9299820466786356
18	0.5238189641999327	0.9724932638073465	0.9253187613843351	0.9120287253141831
19	0.40650950482412895	0.9717257371361643	0.9257246376811594	0.9174147217235189
20	0.5139334479519562	0.972092493618733	0.9197860962566845	0.926391382405745
21	0.2765969808979776	0.9722921392846473	0.9199288256227758	0.9281867145421903
22	0.34283503999235165	0.97202002963629	0.927536231884058	0.9192100538599641
23	0.25826967538525025	0.9721087610433631	0.9153439153439153	0.9317773788150808
24	0.24572423199546733	0.9714255292089004	0.9288321167883211	0.9138240574506283
25	0.2586539322936261	0.9717449622743635	0.9140350877192982	0.9353680430879713
26	0.17436214476053635	0.9716621462944285	0.925589836660617	0.9156193895870736
27	0.15086993554808714	0.9715172183295425	0.924187725631769	0.9192100538599641
28	0.1790130054144612	0.9715083451888352	0.9171075837742504	0.933572710951526
29	0.24213348823158753	0.9716946811436887	0.8936535162950258	0.9353680430879713
30	0.1906141672074	0.9720274239202127	0.9169611307420494	0.9317773788150808
31	0.1933134090016182	0.9722270695861273	0.9154929577464789	0.933572710951526
32	0.15996862346905516	0.9721146764705013	0.9122807017543859	0.933572710951526
33	0.19273854225241394	0.9720614376262573	0.9105263157894737	0.9317773788150808
34	0.14194177191761526	0.9720377759177045	0.9151943462897526	0.9299820466786356
35	0.16070504790489792	0.9720777050508874	0.9135802469135802	0.9299820466786356
36	0.18519388129078607	0.9720481279151965	0.9168141592920354	0.9299820466786356
37	0.0988403029764271	0.9720673530533956	0.9168141592920354	0.9299820466786356
38	0.08889638276650658	0.9720688319101802	0.9214285714285714	0.926391382405745
39	0.12623119063171373	0.9720289027769972	0.9150442477876106	0.9281867145421903
40	0.15998610076593422	0.9720096776387981	0.9150442477876106	0.9281867145421903
