Epoch	Loss_train	AUC_test	Precision_test	Recall_test
1	33.859064763331844	0.931194261112294	0.9061224489795918	0.8087431693989071
2	20.781473438546527	0.9552551273862749	0.9333333333333333	0.8415300546448088
3	17.090283061083937	0.9603411160788211	0.8502495840266223	0.930783242258652
4	13.220701911122887	0.9661338206420172	0.8849557522123894	0.9107468123861566
5	7.898789828786903	0.97493080689802	0.8774834437086093	0.9653916211293261
6	5.268118574914297	0.9714297542166395	0.8867595818815331	0.9271402550091075
7	4.958786823685614	0.9720921155347384	0.8860544217687075	0.9489981785063752
8	4.513406304826276	0.9700370212665294	0.875	0.9435336976320583
9	4.300084680780969	0.9706934686442883	0.8925476603119584	0.9380692167577414
10	2.7854282529746115	0.9733591772526198	0.8849407783417935	0.9526411657559198
11	1.6214409344333944	0.9731566247959689	0.9022687609075044	0.941712204007286
12	1.3668172490977781	0.9730915714522271	0.8970840480274442	0.9526411657559198
13	1.5006174517498891	0.9714341896718945	0.8958333333333334	0.9398907103825137
14	1.7672392888984234	0.9754837603198259	0.9151624548736462	0.9234972677595629
15	1.1012557453996692	0.9746898138291581	0.9028268551236749	0.930783242258652
16	0.8512251881352029	0.9740984197951411	0.9097345132743363	0.936247723132969
17	0.8607809444348931	0.9742329619378799	0.8984238178633975	0.9344262295081968
18	0.7379253358764828	0.9733798760438105	0.908289241622575	0.9380692167577414
19	0.516840898100341	0.9723804201263218	0.9078014184397163	0.9326047358834244
20	0.5026952006822398	0.9735188536418045	0.9094138543516874	0.9326047358834244
21	0.38586300793557626	0.9725193977243158	0.9038461538461539	0.941712204007286
22	0.5267258773854877	0.9743645471104487	0.9065255731922398	0.936247723132969
23	0.39385627930412426	0.973187672982755	0.9159212880143113	0.9326047358834244
24	0.37480645120803757	0.9719886215787855	0.9050966608084359	0.9380692167577414
25	0.4769098678186765	0.9734094457455112	0.9120287253141831	0.9253187613843351
26	0.35340767607779355	0.9734020533200861	0.9073083778966132	0.9271402550091075
27	0.23876889044871064	0.9733798760438106	0.9061946902654867	0.9326047358834244
28	0.36704185448209614	0.9732867314834527	0.9001751313485113	0.936247723132969
29	0.24084562797441578	0.9731980223783502	0.9092526690391459	0.930783242258652
30	0.2899702799352042	0.9727101223002863	0.9138240574506283	0.9271402550091075
31	0.2842942817474281	0.9724070328578526	0.9139784946236559	0.9289617486338798
32	0.22237699708081493	0.9722503134388379	0.911190053285968	0.9344262295081968
33	0.24862434263502564	0.9727278641213066	0.9139784946236559	0.9289617486338798
34	0.23877923349043328	0.9728298795921747	0.9141323792486583	0.930783242258652
35	0.21202694354469998	0.9727189932107965	0.9125	0.930783242258652
36	0.19043010192908127	0.9726805525985855	0.9141323792486583	0.930783242258652
37	0.209508781529415	0.972529747119911	0.9174147217235189	0.930783242258652
38	0.1989564365851173	0.9722355285879875	0.9092526690391459	0.930783242258652
39	0.28440626815194747	0.9720004494594658	0.9060283687943262	0.930783242258652
40	0.2649698734263879	0.9724055543727675	0.9141323792486583	0.930783242258652
