Epoch	Loss_train	AUC_test	Precision_test	Recall_test
1	2070.0461015421897	0.8858992051591672	0.869653767820774	0.7465034965034965
2	1546.6826645092806	0.9247422406815197	0.8711538461538462	0.791958041958042
3	1232.476564254409	0.9398561590212444	0.9066147859922179	0.8146853146853147
4	1034.689949611939	0.9496888310930056	0.8682042833607908	0.9213286713286714
5	886.7775377261067	0.9524588314910896	0.8773109243697479	0.9125874125874126
6	790.8178134336765	0.9549634426294769	0.8605769230769231	0.9388111888111889
7	715.3549042033405	0.9553150833985748	0.8580542264752791	0.9405594405594405
8	658.2970688693055	0.9558242990406178	0.8921232876712328	0.9108391608391608
9	606.9847122066558	0.9560780775202028	0.9065255731922398	0.8986013986013986
10	512.8959860255096	0.9564463051180319	0.9003496503496503	0.9003496503496503
11	491.9484518129311	0.9565325566274332	0.9162112932604736	0.8793706293706294
12	473.30453042596014	0.9549899815554465	0.8961937716262975	0.9055944055944056
13	456.3114722809391	0.9554676822229005	0.8975694444444444	0.9038461538461539
14	440.02760473009835	0.9550977959421982	0.8725490196078431	0.9335664335664335
15	437.0450466348304	0.9536696699884556	0.8967297762478486	0.9108391608391608
16	422.7380046394579	0.9530426878624222	0.8973913043478261	0.9020979020979021
17	404.29518710077303	0.9512579450909622	0.8919382504288165	0.9090909090909091
18	402.54661009934705	0.9516842265893499	0.8989547038327527	0.9020979020979021
19	408.65969620113356	0.9496772203128939	0.8830508474576271	0.9108391608391608
20	360.19072667744445	0.9505264659439231	0.8931034482758621	0.9055944055944056
21	347.89698960038373	0.94953623226868	0.8858603066439523	0.9090909090909091
22	346.52782874739574	0.9498812383062858	0.891566265060241	0.9055944055944056
23	347.18842527463244	0.9493720226642427	0.8881239242685026	0.9020979020979021
24	336.86132977961563	0.9441770279056806	0.8465189873417721	0.9353146853146853
25	345.02221747536817	0.9489556932630935	0.9090909090909091	0.8916083916083916
26	334.50415885989315	0.9480616631944907	0.8923611111111112	0.8986013986013986
27	334.8802176442422	0.9485741962022797	0.8896551724137931	0.9020979020979021
28	341.3800537154326	0.9480633218773636	0.8902439024390244	0.8933566433566433
29	324.002172464614	0.9470117169358157	0.8791390728476821	0.9283216783216783
30	311.1803491025499	0.9468723875744749	0.8979238754325259	0.9073426573426573
31	302.636793295301	0.9473202319502131	0.8894557823129252	0.9143356643356644
32	301.35800132267497	0.9469569804010032	0.8956521739130435	0.9003496503496503
33	297.9286304834656	0.9461160281843395	0.9028268551236749	0.8933566433566433
34	297.5039885664458	0.9453596687942039	0.8961937716262975	0.9055944055944056
35	295.1284332214368	0.946253698862807	0.8944636678200693	0.9038461538461539
36	293.8061623171534	0.9463532198351932	0.9015817223198594	0.8968531468531469
37	294.51515578484185	0.946457716856199	0.9066427289048474	0.8828671328671329
38	292.9072371536272	0.9464560581733258	0.9071428571428571	0.8881118881118881
39	292.4412162492178	0.9461442257931821	0.9065255731922398	0.8986013986013986
40	279.44254945005616	0.9459634293600139	0.9058614564831261	0.8916083916083916
41	279.27591401370967	0.9454508963522246	0.9033391915641477	0.8986013986013986
42	275.524768002601	0.9455902257135654	0.9063604240282686	0.8968531468531469
43	273.5372134029367	0.9455570520561032	0.9076376554174067	0.8933566433566433
