Epoch	Loss_train	AUC_test	Precision_test	Recall_test
1	2180.7632817588747	0.9122082585278277	0.8848484848484849	0.7863554757630161
2	1511.7744894884818	0.9352613393855221	0.9356223175965666	0.7827648114901257
3	1204.2593398251902	0.9484451746214559	0.8346709470304976	0.933572710951526
4	1030.473012216822	0.9542613732597134	0.8322884012539185	0.9533213644524237
5	898.166067278187	0.9594610616171538	0.9212007504690432	0.881508078994614
6	794.7971232611947	0.9604298634870092	0.9305019305019305	0.8653500897666068
7	730.8443323343123	0.9592578164696319	0.9116022099447514	0.8886894075403949
8	661.9057953770433	0.9599522373903322	0.9266917293233082	0.8850987432675045
9	625.5608764098092	0.9609345889366893	0.9189686924493554	0.895870736086176
10	525.704374968957	0.9608634531350564	0.9194139194139194	0.9012567324955116
11	513.9878533594044	0.9606873073405372	0.9076376554174067	0.9174147217235189
12	499.0162145157891	0.9620287253141832	0.911504424778761	0.9245960502692998
13	477.3511629265332	0.9616730463060194	0.8993055555555556	0.9299820466786356
14	469.8788194078193	0.961461332610684	0.9312267657992565	0.8994614003590664
15	455.13744869525584	0.960238474306426	0.9316888045540797	0.881508078994614
16	435.3754990068796	0.9590342468073575	0.9320754716981132	0.8868940754039497
17	432.57730920452275	0.9606788387927239	0.9227941176470589	0.9012567324955116
18	425.85784640783777	0.9615392432505674	0.9281767955801105	0.9048473967684022
19	420.1858643377061	0.9604468005826361	0.9335863377609108	0.8833034111310593
20	375.5887263054013	0.9586192879644999	0.9323308270676691	0.8904847396768402
21	379.75021839655875	0.9606026218624031	0.9325842696629213	0.8940754039497307
22	371.34421727206654	0.9604230886487585	0.9376181474480151	0.8904847396768402
23	362.90071076587117	0.9579841468784933	0.9392789373814042	0.8886894075403949
24	354.6567673070531	0.9565648182649639	0.939922480620155	0.8707360861759426
25	351.2706607886897	0.9573337624064227	0.9382239382239382	0.8725314183123878
26	341.8152155197495	0.9567765319602994	0.9372623574144486	0.8850987432675045
27	350.09256525605423	0.9576064496460148	0.9289719626168225	0.8922800718132855
28	345.4516754126345	0.9587192168286982	0.9256505576208178	0.8940754039497307
29	342.7814449118087	0.9574032044984927	0.9386973180076629	0.8797127468581688
30	314.1334918779813	0.9572168964465975	0.9340866290018832	0.8904847396768402
31	314.1666834455149	0.9564513397242642	0.9386973180076629	0.8797127468581688
32	309.2002653621928	0.9559550828223976	0.9354838709677419	0.8850987432675045
33	309.83423971837766	0.9552098506148164	0.9385796545105566	0.8779174147217235
34	307.3052375837854	0.9556603773584905	0.9383429672447013	0.874326750448833
35	311.51588645081785	0.9558687036347007	0.9338374291115312	0.8868940754039497
36	303.0735224277148	0.9560211374953423	0.926873857404022	0.9102333931777379
37	299.79764266211896	0.9562040581281123	0.9212454212454212	0.9030520646319569
38	296.2996283828156	0.9550540293350496	0.9183303085299456	0.9084380610412927
39	297.2174220259901	0.956398834727821	0.9113475177304965	0.9228007181328546
40	284.9300755404463	0.956446258595576	0.9131205673758865	0.9245960502692998
41	284.6434318092755	0.9566698282578504	0.9142857142857143	0.9192100538599641
42	281.225461174774	0.9558043426713186	0.9125	0.9174147217235189
43	278.0963787983022	0.9558178923478202	0.9089285714285714	0.9138240574506283
44	279.5177854039904	0.9553978523762745	0.9125	0.9174147217235189
45	276.51167972460206	0.9541800752007046	0.9120287253141831	0.9120287253141831
46	276.98300398402705	0.9540208665018124	0.9099099099099099	0.9066427289048474
47	275.59514828866054	0.9546221333965652	0.910873440285205	0.9174147217235189
48	273.7341914613113	0.9539480369906168	0.9125	0.9174147217235189
49	271.8110139270538	0.9554063209240881	0.9128113879003559	0.9210053859964094
50	266.78656315597283	0.954119101656448	0.9120287253141831	0.9120287253141831
51	264.34693778387646	0.9543917888960401	0.9142857142857143	0.9192100538599641
52	264.54539319280275	0.95400054198706	0.9123434704830053	0.9156193895870736
53	263.77664483810656	0.9536922868466515	0.9123434704830053	0.9156193895870736
54	260.7658470784511	0.9530774702753971	0.9139784946236559	0.9156193895870736
55	262.4284817435897	0.9528894685139393	0.9139784946236559	0.9156193895870736
56	260.99425126407266	0.953180786558721	0.9123434704830053	0.9156193895870736
57	260.7969380787208	0.9518749364858914	0.9150090415913201	0.9084380610412927
58	259.1226725091507	0.951260119914637	0.9112318840579711	0.9030520646319569
59	258.4136833851077	0.952579519663968	0.9073083778966132	0.9138240574506283
60	255.33773869421248	0.9518038006842586	0.9118705035971223	0.9102333931777379
61	254.2010102334628	0.9516987906913723	0.9084380610412927	0.9084380610412927
62	254.02827074380656	0.9519765590596525	0.9100719424460432	0.9084380610412927
63	253.36048431705385	0.9520426137325971	0.9084380610412927	0.9084380610412927
64	253.21425077114492	0.9517089529487484	0.9084380610412927	0.9084380610412927
65	252.43610128873732	0.9515040140916635	0.9084380610412927	0.9084380610412927
66	251.71909008562534	0.9513007689441414	0.9115523465703971	0.9066427289048474
67	252.14138017047702	0.951625961180177	0.9084380610412927	0.9084380610412927
68	251.8245032179359	0.9506131228616918	0.911070780399274	0.9012567324955116
69	251.2250685484985	0.9509891263846075	0.908273381294964	0.9066427289048474
70	248.97355523212784	0.9510128383184853	0.9099099099099099	0.9066427289048474
71	248.99378362759276	0.9511009112157447	0.9097472924187726	0.9048473967684022
72	248.35499926289845	0.9510196131567359	0.9099099099099099	0.9066427289048474
73	248.4336492919048	0.9510738118627418	0.9097472924187726	0.9048473967684022
74	247.99271283592853	0.9507198265641408	0.9115523465703971	0.9066427289048474
75	247.7371977085141	0.950884116391721	0.9115523465703971	0.9066427289048474
76	247.40198198637353	0.9509179905829748	0.9097472924187726	0.9048473967684022
77	247.35953197576202	0.9510687307340537	0.9097472924187726	0.9048473967684022
78	247.00658270243332	0.9506791775346365	0.9115523465703971	0.9066427289048474
79	247.1735792212951	0.9508858101012838	0.9099099099099099	0.9066427289048474
80	245.56887840304933	0.9509264591307884	0.9099099099099099	0.9066427289048474
81	245.70578745562042	0.9507299888215168	0.9115523465703971	0.9066427289048474
82	245.5231738722592	0.9507858812370855	0.9099099099099099	0.9066427289048474
83	245.41169622826092	0.9508756478439078	0.9099099099099099	0.9066427289048474
84	245.07359465707526	0.9508722604247823	0.9099099099099099	0.9066427289048474
85	245.1217905485208	0.9508316113952779	0.9099099099099099	0.9066427289048474
86	245.0491027103434	0.9508129805900885	0.9099099099099099	0.9066427289048474
87	244.96862674830564	0.950809593170963	0.9099099099099099	0.9066427289048474
88	244.62645893010637	0.9506791775346364	0.9099099099099099	0.9066427289048474
89	244.5858664365392	0.9507858812370855	0.9099099099099099	0.9066427289048474
90	244.0108505465417	0.9507096643067645	0.9099099099099099	0.9066427289048474
91	244.0373932110107	0.9507841875275227	0.9099099099099099	0.9066427289048474
92	243.98232927941157	0.9507469259171437	0.9099099099099099	0.9066427289048474
93	243.93994522993802	0.950697808339826	0.9099099099099099	0.9066427289048474
94	243.7396894438073	0.9506503844720706	0.9099099099099099	0.9066427289048474
95	243.72575417747282	0.9506910335015751	0.9099099099099099	0.9066427289048474
96	243.61835937832672	0.9506842586633245	0.9099099099099099	0.9066427289048474
97	243.68104411806237	0.9506283662477559	0.9099099099099099	0.9066427289048474
98	243.61457327173318	0.9506774838250738	0.9099099099099099	0.9066427289048474
99	243.59743868767714	0.9506351410860066	0.9099099099099099	0.9066427289048474
